id,titlu,categorie,status,functionalitate_iconta,posibil_duplicat_sens
GH-04318,Cum depun prima dată D406 în SPV,declaratii_speciale,candidat,,nu
GH-04319,Termenul de depunere a SAF-T: lunar sau anual,declaratii_speciale,candidat,,nu
GH-04320,D406 SAF-T lunar vs anual: cine ce depune,declaratii_speciale,candidat,,nu
GH-04321,Cum se depune SAF-T pentru perioadele de tranziție,declaratii_speciale,candidat,,nu
GH-04322,Fișierele SAF-T: ce include declarația D406,declaratii_speciale,candidat,,nu
GH-04323,Structura fișierului SAF-T: ce trebuie să conțină,declaratii_speciale,candidat,,nu
GH-04324,SAF-T versiune nouă 2026: ce s-a schimbat în schemă,declaratii_speciale,candidat,,nu
GH-04325,Cum validez un fișier SAF-T înainte de depunere,declaratii_speciale,candidat,,nu
GH-04326,Validarea D406 în SPV: erori frecvente,declaratii_speciale,candidat,,nu
GH-04327,De ce mi-a fost respins SAF-T: motive și soluții,declaratii_speciale,candidat,,nu
GH-04328,Erori XML la D406 și cum le rezolv,declaratii_speciale,candidat,,nu
GH-04329,Cum corectez un SAF-T depus greșit,declaratii_speciale,candidat,,nu
GH-04330,D406 rectificativă: procedura corectă,declaratii_speciale,candidat,,nu
GH-04331,Am depus SAF-T cu date incomplete: ce fac,declaratii_speciale,candidat,,nu
GH-04332,Cum retransmit un SAF-T respins,declaratii_speciale,candidat,,nu
GH-04333,Amenda pentru nedepunerea SAF-T: cât este 2026,declaratii_speciale,candidat,,da
GH-04334,Sancțiuni pentru SAF-T depus cu întârziere,declaratii_speciale,candidat,,nu
GH-04335,Cum se aplică amenzile SAF-T pentru firmele mici,declaratii_speciale,candidat,,nu
GH-04336,D406 SAF-T: ce conține fișierul Master Files,declaratii_speciale,candidat,,nu
GH-04337,SAF-T și registrul de mijloace fixe: cum se raportează,declaratii_speciale,candidat,,nu
GH-04338,SAF-T pentru stocuri: cum se reflectă în D406,declaratii_speciale,candidat,,nu
GH-04339,SAF-T și nomenclatorul de clienți și furnizori,declaratii_speciale,candidat,,nu
GH-04340,Cum se reflectă facturile în SAF-T,declaratii_speciale,candidat,,nu
GH-04341,SAF-T și TVA: cum se corelează cu D300,declaratii_speciale,candidat,,nu
GH-04342,SAF-T și D394: ce verifici diferențe,declaratii_speciale,candidat,,nu
GH-04343,SAF-T și e-Factura: cum se leagă în 2026,declaratii_speciale,candidat,,nu
GH-04344,Cum export datele din programul de contabilitate în SAF-T,declaratii_speciale,candidat,,nu
GH-04345,Programe care generează SAF-T: cum aleg,declaratii_speciale,candidat,,nu
GH-04346,Cum conectez ERP-ul la SAF-T,declaratii_speciale,candidat,,nu
GH-04347,Conversia datelor din balanță în SAF-T,declaratii_speciale,candidat,,nu
GH-04348,SAF-T din Excel: se poate genera manual,declaratii_speciale,candidat,,nu
GH-04349,Cum pregătesc datele pentru primul SAF-T,declaratii_speciale,candidat,,nu
GH-04350,Rolul contabilului în generarea SAF-T,declaratii_speciale,candidat,,nu
GH-04351,Cum deleg generarea SAF-T către un furnizor de software,declaratii_speciale,candidat,,nu
GH-04352,SAF-T pentru firmele cu mai multe puncte de lucru,declaratii_speciale,candidat,,nu
GH-04353,Cum gestionez mai multe CUI-uri în SAF-T,declaratii_speciale,candidat,,nu
GH-04354,SAF-T pentru firmele din grup: consolidare,declaratii_speciale,candidat,,nu
GH-04355,SAF-T pentru firma cu activitate sezonieră,declaratii_speciale,candidat,,nu
GH-04356,SAF-T la firma în insolvență 2026,declaratii_speciale,candidat,,nu
GH-04357,SAF-T după radierea firmei: se mai depune,declaratii_speciale,candidat,,nu
GH-04358,SAF-T pentru perioada de inactivitate,declaratii_speciale,candidat,,nu
GH-04359,SAF-T pentru firmele care aplică IFRS: particularități,declaratii_speciale,candidat,,nu
GH-04360,SAF-T și diferențele de conversie din valută,declaratii_speciale,candidat,,nu
GH-04361,SAF-T pentru operațiuni intracomunitare: cum se raportează,declaratii_speciale,candidat,,nu
GH-04362,SAF-T și taxarea inversă: cum se reflectă,declaratii_speciale,candidat,,nu
GH-04363,SAF-T pentru vânzările online și OSS,declaratii_speciale,candidat,,nu
GH-04364,SAF-T pentru firmele din HoReCa: particularități,declaratii_speciale,candidat,,nu
GH-04365,SAF-T pentru producție: raportarea stocurilor,declaratii_speciale,candidat,,nu
GH-04366,D205 2026: cine este obligat să depună declarația,declaratii_speciale,candidat,,nu
GH-04367,Cum se completează D205 pentru dividende distribuite,declaratii_speciale,candidat,,nu
GH-04368,Termenul de depunere a D205 în 2026,declaratii_speciale,candidat,,da
GH-04369,D205 pentru dividende interimare: cum se raportează,declaratii_speciale,candidat,,nu
GH-04370,Cum se declară dividendele distribuite dar neplătite,declaratii_speciale,candidat,,nu
GH-04371,Monografia impozitului pe dividende în 2026,declaratii_speciale,candidat,,nu
GH-04372,Cota impozitului pe dividende în 2026: cât este,declaratii_speciale,candidat,,nu
GH-04373,Cum se calculează impozitul pe dividende pentru SRL,declaratii_speciale,candidat,,nu
GH-04374,D205 și D100: cum se leagă pentru dividende,declaratii_speciale,candidat,,nu
GH-04375,Cum se plătește impozitul pe dividende la buget,declaratii_speciale,candidat,,nu
GH-04376,Termenul de plată a impozitului pe dividende,declaratii_speciale,candidat,,nu
GH-04377,Amenda pentru nedepunerea D205 la termen,declaratii_speciale,candidat,,nu
GH-04378,D205 rectificativă: cum corectez dividendele declarate,declaratii_speciale,candidat,,nu
GH-04379,Am declarat greșit dividendele în D205: ce fac,declaratii_speciale,candidat,,nu
GH-04380,Cum se completează D205 pentru un beneficiar nerezident,declaratii_speciale,candidat,,nu
GH-04381,D205 pentru dividende către persoane fizice: date necesare,declaratii_speciale,candidat,,nu
GH-04382,Dividende distribuite către asociați nerezidenți: fiscalitate,declaratii_speciale,candidat,,nu
GH-04383,Impozitul pe dividende pentru nerezidenți: cota aplicabilă,declaratii_speciale,candidat,,nu
GH-04384,D205 pentru dividende plătite în cursul anului următor,declaratii_speciale,candidat,,nu
GH-04385,Cum se tratează dividendele neîncasate de asociați,declaratii_speciale,candidat,,nu
GH-04386,D205 pentru dividende în natură: cum se declară,declaratii_speciale,candidat,,nu
GH-04387,Dividende din profit reinvestit: tratament fiscal 2026,declaratii_speciale,candidat,,nu
GH-04388,D205 pentru SRL micro vs profit: se schimbă ceva,declaratii_speciale,candidat,,nu
GH-04389,Cum se declară dividendele la firma micro,declaratii_speciale,candidat,,nu
GH-04390,Dividendele și condiția de microîntreprindere,declaratii_speciale,candidat,,nu
GH-04391,D205 pentru firma cu un singur asociat,declaratii_speciale,candidat,,nu
GH-04392,Cum se împart dividendele între asociați: documente,declaratii_speciale,candidat,,nu
GH-04393,Hotărârea AGA pentru distribuirea dividendelor,declaratii_speciale,candidat,,nu
GH-04394,Monografia distribuirii dividendelor în 2026,declaratii_speciale,candidat,,nu
GH-04395,D205 și plata dividendelor: ordinea operațiilor,declaratii_speciale,candidat,,nu
GH-04396,Cum se corelează D205 cu D112 pentru administrator,declaratii_speciale,candidat,,nu
GH-04397,Dividende penalizatoare față de salariu: cum aleg,declaratii_speciale,candidat,,nu
GH-04398,D205 pentru dividende interimare din 2026,declaratii_speciale,candidat,,nu
GH-04399,Cum se regularizează dividendele la finalul anului,declaratii_speciale,candidat,,nu
GH-04400,Diferența între dividende interimare și finale la D205,declaratii_speciale,candidat,,nu
GH-04401,D205 pentru venituri asimilate dividendelor,declaratii_speciale,candidat,,nu
GH-04402,Cum se declară veniturile asimilate dividendelor în 2026,declaratii_speciale,candidat,,nu
GH-04403,D205 pentru distribuiri către părți afiliate,declaratii_speciale,candidat,,nu
GH-04404,Cum tratez dividendele plătite prin compensare,declaratii_speciale,candidat,,nu
GH-04405,D205 la lichidarea firmei: cum se depune,declaratii_speciale,candidat,,nu
GH-04406,Dividendele din rezerve: tratament D205,declaratii_speciale,candidat,,nu
GH-04407,Cum se declară dividendele din câștiguri reportate,declaratii_speciale,candidat,,nu
GH-04408,Erori frecvente la completarea D205,declaratii_speciale,candidat,,nu
GH-04409,Cum verific corectitudinea D205 față de balanță,declaratii_speciale,candidat,,nu
GH-04410,Contestația la decizia pe impozitul pe dividende,declaratii_speciale,candidat,,nu
GH-04411,Puncte de vedere ANAF despre D205 în 2026,declaratii_speciale,candidat,,nu
GH-04412,Noutăți 2026 la D205 și impozitul pe dividende,declaratii_speciale,candidat,,nu
GH-04413,Ce s-a schimbat în Codul fiscal la dividende în 2026,declaratii_speciale,candidat,,nu
GH-04414,D205 pentru dividende cu plata eșalonată,declaratii_speciale,candidat,,nu
GH-04415,Cum declar dividendele virate pe un cont de trezorerie,declaratii_speciale,candidat,,nu
GH-04416,D205 și dividendele unor persoane care nu au CUI,declaratii_speciale,candidat,,nu
GH-04417,Cum obțin CUI de la asociați pentru D205,declaratii_speciale,candidat,,nu
GH-04418,Datele obligatorii pentru fiecare beneficiar în D205,declaratii_speciale,candidat,,nu
GH-04419,Cum raportez mai mulți beneficiari în D205,declaratii_speciale,candidat,,nu
GH-04420,D205 pentru dividende sub plafonul de raportare,declaratii_speciale,candidat,,nu
GH-04421,Cum import datele pentru D205 din program,declaratii_speciale,candidat,,nu
GH-04422,Generarea automată a D205: recomandări,declaratii_speciale,candidat,,nu
GH-04423,Termenul de corecție a D205 după depunere,declaratii_speciale,candidat,,nu
GH-04424,Diferența între D205 și D100 pentru dividende,declaratii_speciale,candidat,,nu
GH-04425,Cum leagă contabilul D205 de D101 la final de an,declaratii_speciale,candidat,,nu
GH-04426,Cum pregătesc D205 pentru controlul de fond,declaratii_speciale,candidat,,nu
GH-04427,Documentele justificative pentru dividendele declarate,declaratii_speciale,candidat,,nu
GH-04428,Checklist pentru declararea dividendelor 2026,declaratii_speciale,candidat,,nu
GH-04429,Calendar fiscal 2026: termene pentru SAF-T și D205,declaratii_speciale,candidat,,nu
GH-04430,"Digitalizarea declarării: SAF-T, e-Factura, e-TVA în 2026",declaratii_speciale,candidat,,nu
GH-04431,Cum formez echipa pentru noile declarații SAF-T,declaratii_speciale,candidat,,nu
GH-04432,Costurile implementării SAF-T pentru firmele mici,declaratii_speciale,candidat,,nu
GH-04433,Beneficii ale SAF-T pentru controlul intern al firmei,declaratii_speciale,candidat,,nu
GH-04434,SAF-T ca instrument de analiză a datelor firmei,declaratii_speciale,candidat,,nu
GH-04435,Cum depun simultan SAF-T și celelalte declarații,declaratii_speciale,candidat,,nu
GH-04436,Erori frecvente la declarațiile speciale în 2026,altele,candidat,,nu
GH-04437,Plan de conformare pentru SAF-T într-o firmă mică,declaratii_speciale,candidat,,nu
GH-04438,Ce risc dacă nu depun SAF-T deloc,declaratii_speciale,candidat,,nu
GH-04439,SAF-T pentru firma care își schimbă programul de contabilitate,declaratii_speciale,candidat,,nu
GH-04440,Cum migrez datele SAF-T de la un program la altul,declaratii_speciale,candidat,,nu
GH-04441,SAF-T și arhivarea fișierelor depuse,declaratii_speciale,candidat,,nu
GH-04442,Cât timp păstrez fișierele SAF-T depuse,declaratii_speciale,candidat,,nu
GH-04443,SAF-T pentru operațiunile cu numerar: cum se reflectă,declaratii_speciale,candidat,,nu
GH-04444,SAF-T și registrul de casă: corelații,declaratii_speciale,candidat,,nu
GH-04445,SAF-T pentru conturile bancare: cum se raportează,declaratii_speciale,candidat,,nu
GH-04446,SAF-T și salariile: secțiunea de personal,declaratii_speciale,candidat,,nu
GH-04447,Cum se reflectă concediile medicale în SAF-T,declaratii_speciale,candidat,,nu
GH-04448,SAF-T pentru contribuabilii mijlocii: obligații,declaratii_speciale,candidat,,nu
GH-04449,SAF-T pentru contribuabilii mari: termene speciale,declaratii_speciale,candidat,,nu
GH-04450,Cum obțin sprijin de la ANAF pentru SAF-T,declaratii_speciale,candidat,,nu
GH-04451,Ghidul ANAF pentru SAF-T: ce trebuie să citesc,declaratii_speciale,candidat,,nu
GH-04452,Interpretarea erorilor ANAF la SAF-T,declaratii_speciale,candidat,,nu
GH-04453,SAF-T și auditul intern: cum îl folosesc,declaratii_speciale,candidat,,nu
GH-04454,SAF-T pentru detecția fraudelor interne,declaratii_speciale,candidat,,nu
GH-04455,Cum pregătesc un SAF-T curat pentru un control,declaratii_speciale,candidat,,nu
GH-04456,SAF-T și reconcilierea contabilă,declaratii_speciale,candidat,,nu
GH-04457,Diferențe între SAF-T și balanța de verificare,declaratii_speciale,candidat,,nu
GH-04458,SAF-T pentru firmele cu tranzacții numeroase,declaratii_speciale,candidat,,nu
GH-04459,Cum optimizez generarea SAF-T lunar,declaratii_speciale,candidat,,nu
GH-04460,SAF-T pentru retailerii cu volum mare de facturi,declaratii_speciale,candidat,,nu
GH-04461,D205 pentru dividende plătite la agenție de turism,declaratii_speciale,candidat,,nu
GH-04462,D205 pentru dividende din vânzarea de active: se aplică,declaratii_speciale,candidat,,nu
GH-04463,Cum declar dividendele distribuite în lanț de firme,declaratii_speciale,candidat,,nu
GH-04464,D205 pentru dividende la o holding: particularități,declaratii_speciale,candidat,,nu
GH-04465,Dividende interimare la D205: condiții de raportare,declaratii_speciale,candidat,,nu
GH-04466,Cum corectez o bază de impozitare a dividendelor declarată greșit,declaratii_speciale,candidat,,nu
GH-04467,D205 pentru dividende cu reținere la sursă,declaratii_speciale,candidat,,nu
GH-04468,Cum se aplică reținerea la sursă la dividende în 2026,declaratii_speciale,candidat,,nu
GH-04469,D205 pentru dividende către o persoană juridică străină,declaratii_speciale,candidat,,nu
GH-04470,Convenții de dublă impunere la dividende: D205,declaratii_speciale,candidat,,nu
GH-04471,Cum completez D205 pentru beneficiari din afara UE,declaratii_speciale,candidat,,nu
GH-04472,D205 pentru dividende plătite în valută,declaratii_speciale,candidat,,nu
GH-04473,Cum raportez cursul valutar la dividende în D205,declaratii_speciale,candidat,,nu
GH-04474,D205 și diferențele de curs la plata dividendelor,declaratii_speciale,candidat,,nu
GH-04475,Regularizarea dividendelor necâștigate din anii anteriori,declaratii_speciale,candidat,,nu
GH-04476,D205 pentru dividende restituite de asociați,declaratii_speciale,candidat,,nu
GH-04477,Cum tratez dividendele returnate: D205,declaratii_speciale,candidat,,nu
GH-04478,Dividende din anii anteriori distribuite acum: D205,declaratii_speciale,candidat,,nu
GH-04479,D205 pentru o distribuire parțială din rezultat,declaratii_speciale,candidat,,nu
GH-04480,Cum se declară dividendele în perioada de probe,declaratii_speciale,candidat,,nu
GH-04481,D205 pentru firma nou înființată cu primul profit,declaratii_speciale,candidat,,nu
GH-04482,Cum declar dividendele în primul an de activitate,declaratii_speciale,candidat,,nu
GH-04483,D205 și rezervele obligatorii: ce se imput,declaratii_speciale,candidat,,nu
GH-04484,Impozitul pe dividende și rezerva legală: corelație,declaratii_speciale,candidat,,nu
GH-04485,D205 pentru dividende după acekăt în capital,declaratii_speciale,candidat,,nu
GH-04486,Cum se reflectă dividendele în situațiile financiare,declaratii_speciale,candidat,,nu
GH-04487,D205 pentru dividende plătite lunar într-un an,declaratii_speciale,candidat,,nu
GH-04488,Cum gestionez mai multe distribui pentru același an,altele,candidat,,nu
GH-04489,D205 și declarația unică pentru persoanele fizice,declaratii_speciale,candidat,,nu
GH-04490,Cum corelez D205 cu declarația unică a asociatului,declaratii_speciale,candidat,,nu
GH-04491,D205 pentru dividende încasate de un PFA,declaratii_speciale,candidat,,nu
GH-04492,Cum se impozitează dividendele la un PFA în 2026,declaratii_speciale,candidat,,nu
GH-04493,D205 pentru dividende încasate de un salariat,declaratii_speciale,candidat,,nu
GH-04494,Dubla impozitare dividende: impozit pe venit și CASS,declaratii_speciale,candidat,,nu
GH-04495,Cum se calculează CASS la dividendele din D205,declaratii_speciale,candidat,,nu
GH-04496,Plafonul CASS pentru dividende în 2026,declaratii_speciale,candidat,,nu
GH-04497,D205 și contribuția la sănătate a asociaților,declaratii_speciale,candidat,,nu
GH-04498,Cum raportez dividendele pentru CASS în declarația asociaților,declaratii_speciale,candidat,,nu
GH-04499,D205 pentru dividende distribuite de un SRL cu doi asociați,declaratii_speciale,candidat,,nu
GH-04500,Cum împart corect dividendele pentru D205,declaratii_speciale,candidat,,nu
GH-04501,D205 pentru dividende plătite parțial prin casă și bancă,declaratii_speciale,candidat,,nu
GH-04502,Cum se declară plata dividendelor prin compensare cu împrumutul,declaratii_speciale,candidat,,nu
GH-04503,D205 pentru dividende achitate prin bunuri,declaratii_speciale,candidat,,nu
GH-04504,Tratamentul fiscal al dividendelor în natură 2026,declaratii_speciale,candidat,,nu
GH-04505,D205 pentru dividende plătite prin aplicarea de active,declaratii_speciale,candidat,,nu
GH-04506,Cum se evaluează dividendele în natură pentru impozit,declaratii_speciale,candidat,,nu
GH-04507,D205 și lichidarea unui asociat: cum se declară,declaratii_speciale,candidat,,nu
GH-04508,Dividendele la retragerea unui asociat: D205,declaratii_speciale,candidat,,nu
GH-04509,Cum tratez situația specială a ieșirii unui asociat,infiintare,candidat,,nu
GH-04510,D205 pentru dividende stabilite prin hotărâre judecătorească,declaratii_speciale,candidat,,nu
GH-04511,Cum declar dividendele impuse legal,declaratii_speciale,candidat,,nu
GH-04512,Termenul de prescripție pentru impozitul pe dividende,declaratii_speciale,candidat,,nu
GH-04513,Controlul ANAF pe dividende: ce verifică inspectorii,declaratii_speciale,candidat,,nu
GH-04514,Documentele pentru controlul dividendelor distribuite,declaratii_speciale,candidat,,nu
GH-04515,Cum demonstrez distribuirea reală a dividendelor,declaratii_speciale,candidat,,nu
GH-04516,Notificare ANAF despre dividende nedee clarate: cum răspund,declaratii_speciale,candidat,,nu
GH-04517,Contestația împotriva diferențelor de impozit pe dividende,declaratii_speciale,candidat,,nu
GH-04518,Puncte de vedere ANAF privind dividendele 2026,declaratii_speciale,candidat,,nu
GH-04519,Cum verific corectitudinea D205 prin reconcilieri,declaratii_speciale,candidat,,nu
GH-04520,Erori frecvente la raportarea dividendelor,declaratii_speciale,candidat,,nu
GH-04521,Raportul între D205 și extrasul de cont pentru dividende,declaratii_speciale,candidat,,nu
GH-04522,Checklist de conformare pentru dividende 2026,declaratii_speciale,candidat,,nu
GH-04523,Ghid practic pentru noii contabili D205,declaratii_speciale,candidat,,nu
GH-04524,Cum explică un contabil impozitul pe dividende unui antreprenor,declaratii_speciale,candidat,,nu
GH-04525,Simulare: cât plătește un asociat din dividende în 2026,declaratii_speciale,candidat,,nu
GH-04526,Dividende pentru un SRL care trece de la micro la profit,declaratii_speciale,candidat,,nu
GH-04527,D205 pentru un SRL care și-a schimbat asociații,declaratii_speciale,candidat,,nu
GH-04528,Cum afectează cesiunea de părți sociale D205,declaratii_speciale,candidat,,nu
GH-04529,D205 când asociații se schimbă în cursul anului,declaratii_speciale,candidat,,nu
GH-04530,"## IMPOZIT MIC (1%, plafon, ieșire din regim)",altele,candidat,,nu
GH-04531,ANAF aduce amenda dacă nu declar ieșirea din micro la timp,micro,candidat,,nu
GH-04532,Micro și bonurile fiscale: cum se cumulează veniturile,micro,candidat,,nu
GH-04533,Impozit micro la firmele care fac consultanță,micro,candidat,,da
GH-04534,Balanța și impozitul micro: cum îl calculez,micro,candidat,,da
GH-04535,Diferențe de curs în calculul plafonului micro,micro,candidat,,da
GH-04536,Micro pentru agențiile de publicitate 2026,micro,candidat,,nu
GH-04537,"## IMPOZIT PE PROFIT (16%, D101, cheltuieli deductibile/nedeductibile, amortizare)",profit,candidat,,nu
GH-04538,Prima declarație 101 depusă pentru firma nouă: cum procedez,altele,candidat,,da
GH-04539,Dividendele primite de la altă firmă română: deductibile,declaratii_speciale,candidat,,nu
GH-04540,Bonificația pentru profit reinvestit: condiții de aplicare,profit,candidat,,da
GH-04541,Am plătit impozit pe profit în plus: cum îl recuperez,profit,candidat,,da
GH-04542,Cum înființez un SRL în 2026?,infiintare,candidat,,nu
GH-04543,Ce acte sunt necesare pentru înființarea unui SRL în 2026?,infiintare,candidat,,nu
GH-04544,Cât costă înființarea unui SRL în 2026?,infiintare,candidat,,nu
GH-04545,Cât durează înființarea unui SRL în 2026?,infiintare,candidat,,nu
GH-04546,Cum înființez un SRL online în 2026?,infiintare,candidat,,nu
GH-04547,Pot înființa singur un SRL fără avocat?,infiintare,candidat,,nu
GH-04548,Care sunt pașii pentru deschiderea unui SRL de la zero?,altele,candidat,,nu
GH-04549,Ce trebuie să fac după ce primesc certificatul de înregistrare al SRL-ului?,altele,candidat,,nu
GH-04550,Ce declarații trebuie depuse după înființarea unui SRL?,infiintare,candidat,,nu
GH-04551,Cum înregistrez fiscal un SRL nou în 2026?,altele,candidat,,nu
GH-04552,Cum verific vectorul fiscal al unui SRL nou?,altele,candidat,,nu
GH-04553,Ce regim fiscal are un SRL nou înființat în 2026?,infiintare,candidat,,nu
GH-04554,Poate un SRL nou să fie microîntreprindere în 2026?,altele,candidat,,nu
GH-04555,Ce condiții trebuie să îndeplinească un SRL nou pentru impozit micro?,micro,candidat,,nu
GH-04556,Când devine un SRL nou plătitor de impozit pe profit?,profit,candidat,,nu
GH-04557,Cum aleg între micro și impozit pe profit la înființarea firmei?,profit,candidat,,nu
GH-04558,Trebuie depus D700 după înființarea unui SRL?,infiintare,candidat,,nu
GH-04559,Când se depune D700 pentru o firmă nouă?,altele,candidat,,nu
GH-04560,Cum modific vectorul fiscal al unui SRL nou?,altele,candidat,,nu
GH-04561,Cum verific la ANAF dacă firma este înregistrată corect fiscal?,altele,candidat,,nu
GH-04562,Când trebuie deschis contul bancar al unui SRL nou?,casierie,candidat,,nu
GH-04563,Este obligatoriu cont bancar pentru un SRL în 2026?,casierie,candidat,,nu
GH-04564,Ce capital social trebuie pentru înființarea unui SRL în 2026?,infiintare,candidat,,nu
GH-04565,Cum se înregistrează contabil capitalul social la înființarea firmei?,infiintare,candidat,,nu
GH-04566,Cum se depune capitalul social la un SRL nou?,infiintare,candidat,,nu
GH-04567,Poate fi retras capitalul social după înființarea firmei?,infiintare,candidat,,nu
GH-04568,Cum aleg denumirea unui SRL?,altele,candidat,,nu
GH-04569,Cum verific dacă o denumire de firmă este disponibilă?,altele,candidat,,nu
GH-04570,Cum rezerv denumirea unui SRL la Registrul Comerțului?,altele,candidat,,nu
GH-04571,Ce fac dacă denumirea dorită pentru SRL este deja ocupată?,altele,candidat,,nu
GH-04572,Cum aleg codul CAEN principal la înființarea unui SRL?,infiintare,candidat,,nu
GH-04573,Câte coduri CAEN poate avea un SRL?,altele,candidat,,da
GH-04574,Pot adăuga mai multe coduri CAEN de la înființarea firmei?,infiintare,candidat,,nu
GH-04575,Trebuie autorizate toate codurile CAEN ale unui SRL?,altele,candidat,,nu
GH-04576,Cum autorizez activitățile unui SRL?,altele,candidat,,nu
GH-04577,Pot factura o activitate dacă nu am codul CAEN autorizat?,altele,candidat,,nu
GH-04578,Ce se întâmplă dacă firma desfășoară o activitate fără cod CAEN autorizat?,altele,candidat,,nu
GH-04579,Cum aleg codul CAEN pentru servicii IT?,altele,candidat,,nu
GH-04580,Ce cod CAEN aleg pentru consultanță?,altele,candidat,,nu
GH-04581,Ce cod CAEN aleg pentru magazin online?,industrii,candidat,,nu
GH-04582,Ce cod CAEN aleg pentru marketing și publicitate?,altele,candidat,,nu
GH-04583,Ce cod CAEN aleg pentru servicii de contabilitate?,altele,candidat,,nu
GH-04584,Ce cod CAEN aleg pentru închirierea imobilelor?,altele,candidat,,nu
GH-04585,Cum actualizez codurile CAEN ale unei firme existente?,altele,candidat,,nu
GH-04586,Cum schimb codul CAEN principal al unui SRL?,altele,candidat,,nu
GH-04587,Cum adaug un cod CAEN nou la un SRL?,altele,candidat,,nu
GH-04588,Cum elimin un cod CAEN din actul constitutiv?,altele,candidat,,nu
GH-04589,Ce documente sunt necesare pentru modificarea obiectului de activitate?,altele,candidat,,nu
GH-04590,Cum înființez un PFA în 2026?,pfa,candidat,,nu
GH-04591,Ce acte sunt necesare pentru deschiderea unui PFA?,pfa,candidat,,nu
GH-04592,Cât costă înființarea unui PFA în 2026?,pfa,candidat,,nu
GH-04593,Cât durează deschiderea unui PFA?,pfa,candidat,,nu
GH-04594,Cum înființez un PFA online?,pfa,candidat,,nu
GH-04595,Ce coduri CAEN poate avea un PFA?,pfa,candidat,,nu
GH-04596,Cum aleg între PFA și SRL în 2026?,pfa,candidat,,nu
GH-04597,Cum aleg între PFA și întreprindere individuală?,pfa,candidat,,nu
GH-04598,Care este diferența dintre PFA și II?,pfa,candidat,,nu
GH-04599,Cum înființez o întreprindere individuală în 2026?,pfa,candidat,,da
GH-04600,Ce acte sunt necesare pentru o întreprindere individuală?,pfa,candidat,,nu
GH-04601,Cum înființez o întreprindere familială?,pfa,candidat,,nu
GH-04602,Ce trebuie făcut fiscal după înființarea unui PFA?,pfa,candidat,,nu
GH-04603,Trebuie depusă D212 imediat după înființarea unui PFA?,pfa,candidat,,nu
GH-04604,Cum aleg norma de venit sau sistemul real la înființarea PFA?,pfa,candidat,,nu
GH-04605,Cum înregistrez un PFA în SPV?,pfa,candidat,,nu
GH-04606,Cum înregistrez un SRL nou în SPV?,spv,candidat,,nu
GH-04607,Cum obțin acces SPV pentru o firmă nouă?,spv,candidat,,nu
GH-04608,Când trebuie configurată e-Factura pentru un SRL nou?,spv,candidat,,nu
GH-04609,Cum înscriu o firmă nouă în RO e-Factura?,spv,candidat,,nu
GH-04610,Un SRL nou neplătitor de TVA trebuie să folosească e-Factura?,tva,candidat,,nu
GH-04611,Un PFA nou trebuie să folosească e-Factura?,pfa,candidat,,nu
GH-04612,Cum obțin certificat digital pentru firma nouă?,altele,candidat,,nu
GH-04613,Poate contabilul înrola firma nouă în SPV?,spv,candidat,,nu
GH-04614,Ce documente trebuie să primească contabilul după înființarea firmei?,infiintare,candidat,,nu
GH-04615,Ce registre sunt obligatorii pentru un SRL nou?,altele,candidat,,nu
GH-04616,Ce registre sunt obligatorii pentru un PFA nou?,pfa,candidat,,nu
GH-04617,Ce trebuie configurat în contabilitate în prima lună de activitate?,altele,candidat,,nu
GH-04618,Cum se înregistrează primele cheltuieli făcute înainte de înființarea firmei?,infiintare,candidat,,nu
GH-04619,Pot deduce cheltuielile făcute înainte de înființarea SRL-ului?,infiintare,candidat,,nu
GH-04620,Cum înregistrez taxele și cheltuielile de constituire ale firmei?,altele,candidat,,nu
GH-04621,Poate asociatul plăti cheltuielile firmei din banii personali?,infiintare,candidat,,nu
GH-04622,Cum înregistrez banii aduși de asociat într-un SRL nou?,infiintare,candidat,,nu
GH-04623,Cum creditez firma nouă prin contul 455?,altele,candidat,,nu
GH-04624,Cum înregistrez prima factură emisă de un SRL?,altele,candidat,,nu
GH-04625,Când trebuie angajat primul salariat într-un SRL micro?,salarizare,candidat,,nu
GH-04626,Ce se întâmplă dacă SRL-ul nou nu angajează salariat la termen?,salarizare,candidat,,nu
GH-04627,Cum înființez un SRL cu asociat unic?,infiintare,candidat,,nu
GH-04628,Poate o persoană să fie asociat unic în mai multe SRL-uri?,infiintare,candidat,,nu
GH-04629,Cum înființez un SRL cu doi asociați?,infiintare,candidat,,nu
GH-04630,Cum se stabilesc procentele asociaților la înființarea firmei?,infiintare,candidat,,nu
GH-04631,Poate administratorul să fie diferit de asociat?,infiintare,candidat,,nu
GH-04632,Poate un cetățean străin să înființeze SRL în România?,infiintare,candidat,,da
GH-04633,Poate o firmă străină să fie asociat într-un SRL românesc?,infiintare,candidat,,nu
GH-04634,Cum înființez un SRL cu asociat persoană juridică?,infiintare,candidat,,nu
GH-04635,Ce documente sunt necesare pentru un asociat străin?,infiintare,candidat,,nu
GH-04636,Cum stabilesc sediul social al unui SRL?,altele,candidat,,nu
GH-04637,Pot pune sediul social al firmei în apartamentul propriu?,altele,candidat,,nu
GH-04638,Pot avea sediul social la domiciliul administratorului?,infiintare,candidat,,nu
GH-04639,Este necesar acordul vecinilor pentru sediul social?,altele,candidat,,nu
GH-04640,Cum prelungesc sediul social al unui SRL?,altele,candidat,,nu
